title,organization,rating,review_count,difficulty,course_type,duration,skills,url,is_free,course_id
Web Design for Everybody: Basics of Web Development & Coding,University of Michigan,4.729983810957426,35209,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Wireframing, Responsive Web Design, HTML and CSS, Web Content Accessibility Guidelines, Cascading Style Sheets (CSS), Web Design, Hypertext Markup Language (HTML), Browser Compatibility, Bootstrap (Front-End Framework), Javascript, Front-End Web Development, User Interface (UI), Verification And Validation, Web Development, Web Design and Development, Interactive Design, Application Frameworks, Usability, Code Review, Event-Driven Programming",/specializations/web-design,False,s12n~bf56AUzfEeWRyA5YS9oHkQ
Financial Management,Duke University,4.804117647058824,170,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Financial Statement Analysis, Financial Statements, Return On Investment, Risk Management, Balance Sheet, Accounts Receivable, Business Risk Management, Credit Risk, Income Statement, Operational Risk, Resource Allocation, Proposal Development, Cash Management, Capital Budgeting, Financial Analysis, Cash Flows, Financial Data, Strategic Decision-Making, Operational Efficiency, Stakeholder Communications",/specializations/business-financial-management,False,s12n~bk4QvR_5TD-gB9IwJgv6oQ
Writing and Producing Music in Your Home Studio,Berklee,4.7646687697160885,3170,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Music, Musical Composition, Music Theory, Peer Review, Music Performance, Active Listening, Storytelling, Post-Production, Constructive Feedback, Editing, Performing Arts, Media Production, Performance Tuning, Self-Awareness, Creativity",/specializations/writing-and-producing-music-in-your-home-studio,False,s12n~hJPmbxyxR9KQFwxY9PcAIw
OKR Certification: Leadership and Goal Setting,Measure What Matters,4.87620578778135,622,Beginner,Course,ONE_TO_FOUR_WEEKS,"Goal Setting, Key Performance Indicators (KPIs), Organizational Effectiveness, Business Priorities, Organizational Strategy, Strategic Leadership, Leadership and Management, Performance Management, Employee Performance Management, Productivity, Prioritization, Performance Measurement, Planning, Strategic Communication, Business Strategy, Communication",/learn/okr,False,course~nGc_fhaLEey6MRIUKQOB1w
The Pronunciation of American English,"University of California, Irvine",4.7936762225969645,1186,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Oral Comprehension, Language Competency, English Language, Vocabulary, Language Learning, Grammar",/specializations/american-english-pronunciation,False,s12n~kYZZrTZhEeq9gArb8nxFYQ
Microsoft UX Design,Microsoft,4.638940092165899,434,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Storyboarding, User Research, Information Architecture, User Experience Design, Design Thinking, Prototyping, Usability Testing, User Experience, Persona (User Experience), Wireframing, Design Research, User Interface and User Experience (UI/UX) Design, Interaction Design, Web Content Accessibility Guidelines, Human Centered Design, Figma (Design Software), Usability, User Centered Design, Design, Artificial Intelligence",/professional-certificates/ux-design,False,s12n~4N96O5I-QE-q_DFAuEhpZg
Making Architecture,"IE Business School, IE School of Architecture & Design",4.75962910128388,1402,Beginner,Course,ONE_TO_FOUR_WEEKS,"Architectural Design, Storytelling, Creativity, Design Thinking, Design Elements And Principles, Photography, Design",/learn/making-architecture,False,course~8TE-KTw4Eea67A6Z1aCfuw
"Food Sustainability, Mindful Eating, and Healthy Cooking",Stanford University,4.781565217391305,575,Beginner,Specialization,ONE_TO_THREE_MONTHS,"Food and Beverage, Cooking, Nutrition and Diet, Cultural Diversity, Environment, Compassion, Environmental Issue, Resourcefulness, Mindfulness, Waste Minimization, Food Safety and Sanitation, Adaptability, Environmental Science, Product Lifecycle Management, Behavioral Health, Self-Awareness, Lifelong Learning, Pollution Prevention, Empowerment, Creativity",/specializations/food-sustainability-mindful-eating-healthy-cooking,False,s12n~t4ZywozQEeu0MwrdR3SSUQ
Project Management Essentials,Howard University,4.59861932938856,1014,Beginner,Course,ONE_TO_FOUR_WEEKS,"Project Management Life Cycle, Project Management Institute (PMI) Methodology, Project Management, Project Coordination, Agile Project Management, Project Risk Management, Scope Management, Project Controls, Project Planning, Project Closure, Stakeholder Management, Change Control, Leadership",/learn/copy-of-project-management-essentials,True,course~iyDiqrR3Ee6oQA6J-7B2nw
Patient Safety,Johns Hopkins University,4.801704233095108,1819,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Patient Safety, Stakeholder Engagement, Design Thinking, Change Management, Conflict Management, Performance Measurement, Systems Thinking, Solution Design, Health Systems, Data Analysis, Corrective and Preventive Action (CAPA), Risk Analysis, Data Presentation, Safety Assurance, Nursing Management, Continuous Quality Improvement (CQI), Data Visualization Software, Quality Improvement, Risk Management, Safety Training",/specializations/patient-safety,False,s12n~9FcEl2x7EeeiKQ48uoMEhg
Supply Chain Analytics,Rutgers the State University of New Jersey,4.581916817359858,2212,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Demand Planning, Competitive Intelligence, Strategic Sourcing, Customer Demand Planning, Competitive Analysis, Procurement, Market Intelligence, Purchasing, Supply Chain, Supplier Performance Management, Supplier Management, Inventory Management, Supply Management, Vendor Management, Management Consulting, Data Collection, Inventory Control, Business Intelligence, Supply Chain Management, Data Analysis",/specializations/supply-chain-analytics,False,s12n~gRvUBJWvEeinPg75IMuZ2A
Assess for Success: Marketing Analytics and Measurement,Google,4.607056549057516,2069,Beginner,Course,ONE_TO_FOUR_WEEKS,"Media Planning, Spreadsheet Software, A/B Testing, Return On Investment, Marketing Analytics, Key Performance Indicators (KPIs), Google Analytics, Pivot Tables And Charts, Performance Measurement, Digital Marketing, Data Presentation, Data Visualization, Google Ads, Marketing Budgets, Marketing, Web Analytics and SEO, Data Analysis, Stakeholder Communications",/learn/assess-for-success,False,course~FOu5AXsIEeynSxJpnIcphQ
Marine Biology,American Museum of Natural History,4.827915869980879,523,Beginner,Course,ONE_TO_THREE_MONTHS,"Life Sciences, Biology, Environmental Science, Environment, Biochemistry, Molecular Biology, Environmental Issue, Natural Resource Management, Water Resources, Environment and Resource Management, Research",/learn/marine-biology,True,course~jL8lDjdqEeu73BJTeWj1SQ
Generative AI: Prompt Engineering Basics,IBM,4.754709576138148,5096,Beginner,Course,ONE_TO_FOUR_WEEKS,"Prompt Engineering, ChatGPT, Large Language Modeling, IBM Cloud",/learn/generative-ai-prompt-engineering-for-everyone,False,course~nI__WUzdEe64qQ7qqom4Rw
Fundamentals of Machine Learning for Healthcare,Stanford University,4.808849557522124,565,Beginner,Course,ONE_TO_THREE_MONTHS,"Healthcare Ethics, Data Ethics, Statistical Machine Learning, Applied Machine Learning, Machine Learning, Artificial Neural Networks, Healthcare Industry Knowledge, Health Care, Health Technology, Artificial Intelligence and Machine Learning (AI/ML), Supervised Learning, Reinforcement Learning, Health Informatics, Deep Learning, Data Processing, Image Analysis, Data Quality",/learn/fundamental-machine-learning-healthcare,False,course~A-mlqGraEeqabRLxncWhlw
Learning How to Learn: Powerful mental tools to help you master tough subjects,Deep Teaching Solutions,4.834209129224135,92297,Beginner,Course,ONE_TO_FOUR_WEEKS,"Learning Strategies, Time Management, Willingness To Learn, Productivity, Growth Mindedness, Mental Concentration, Creativity, Self-Discipline, Cognitive flexibility, Stress Management, Adaptability",/learn/learning-how-to-learn,True,course~GdeNrll1EeSROyIACtiVvg
Pricing Strategy Optimization,"University of Virginia, BCG",4.757442116868798,907,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Price Negotiation, Market Dynamics, Product Lifecycle Management, Revenue Management, Competitive Analysis, Target Market, Global Marketing, Market Share, Consumer Behaviour, Business Strategy, Product Strategy, Marketing Psychology, Marketing, Cost Accounting, Customer Insights, Customer Analysis, Value Propositions, Strategic Marketing, Economics, Demand Planning",/specializations/uva-darden-bcg-pricing-strategy,False,s12n~JCAQQoDREeaTMBL33MpMiw
"Effective Communication: Writing, Design, and Presentation",University of Colorado Boulder,4.758369674605836,11924,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Business Writing, Presentations, Peer Review, Graphic Design, Graphic and Visual Design, Business Correspondence, Public Speaking, Business Communication, Graphic and Visual Design Software, Verbal Communication Skills, Design, Visual Design, Storytelling, Writing, Organizational Skills, Project Design, Concision, Writing and Editing, Proofreading, Drive Engagement",/specializations/effective-business-communication,False,s12n~zNtJTbPUEeWVOwrJiBe1eQ
Bioinformatics,University of California San Diego,4.295036028823058,1249,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Bioinformatics, Molecular Biology, Dimensionality Reduction, Unsupervised Learning, Applied Machine Learning, Data Analysis, Markov Model, Biochemistry, Life Sciences, Microbiology, Statistical Analysis, Medical Science and Research, Precision Medicine, Biology, Pharmacology, Algorithms, Infectious Diseases, Data Mining, Machine Learning, Python Programming",/specializations/bioinformatics,False,s12n~iA5wD-V1EeWrIg44CVcT0Q
Achieving Personal and Professional Success,University of Pennsylvania,4.718619582664528,3115,Beginner,Specialization,ONE_TO_THREE_MONTHS,"Influencing, Active Listening, Negotiation, Communication, Communication Strategies, Persuasive Communication, Verbal Communication Skills, Contract Negotiation, Trustworthiness, Interpersonal Communications, Business Communication, Relationship Building, Rapport Building, Professional Networking, Conflict Management, Leadership, Growth Mindedness, Personal Development, Optimism, Self-Awareness",/specializations/wharton-success,False,s12n~WdOb7OMUEeakrQ7tUiiIWg
Accounting 1,University of Lausanne,4.733009708737864,206,Beginner,Course,ONE_TO_THREE_MONTHS,"Balance Sheet, Income Statement, Cash Flows, Financial Accounting, Financial Statements, Accounting, Bookkeeping, Working Capital, General Accounting, Accrual Accounting, Financial Reporting, Financial Analysis, Ledgers (Accounting), Profit and Loss (P&L) Management, Accounts Payable and Receivable, Reconciliation",/learn/accounting-1,True,course~akc8aFrSEe-S3RIE4vLfkw
Managing Emotions in Times of Uncertainty & Stress,Yale University,4.768010403120936,3845,Beginner,Course,ONE_TO_THREE_MONTHS,"Student Support and Services, Working With Children, School Counseling, Personal Development, Stress Management, Classroom Management, Cultural Responsiveness, Empathy, Behavior Management, Self-Awareness, Cognitive flexibility, Relationship Building, Active Listening",/learn/managing-emotions-uncertainty-stress,True,course~EhrTDBShEeufuRKzxereqw
Health Informatics,Johns Hopkins University,4.427312295973884,919,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Health Informatics, Health Technology, Change Management, Vendor Management, Health Policy, Health Care, Process Improvement, Workflow Management, Health Care Administration, Healthcare Industry Knowledge, Health Information Management, Clinical Leadership, Organizational Change, Decision Support Systems, Solution Design, IT Management, Clinical Data Management, Health Systems, Project Management, Data Science",/specializations/health-informatics,False,s12n~AlCR4UQ1EeirswoTGEtOQg
Introduction to Python Programming,University of Pennsylvania,4.553872053872054,1188,Beginner,Course,ONE_TO_FOUR_WEEKS,"Data Structures, Programming Principles, Python Programming, Computer Programming, Computational Thinking, Scripting, Software Development Tools, Integrated Development Environments, Data Import/Export, Jupyter, File Management",/learn/python-programming-intro,False,course~i_7JYlNJEeq6NwpG-k58_Q
Data Analysis with R,Duke University,4.697294054918684,7502,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Statistical Hypothesis Testing, Sampling (Statistics), Statistical Inference, Exploratory Data Analysis, Regression Analysis, Statistical Reporting, Probability Distribution, Statistical Methods, Data Analysis Software, R Programming, Bayesian Statistics, Statistical Analysis, Data Analysis, Statistical Software, Statistical Modeling, Probability & Statistics, Probability, Statistics, Correlation Analysis, Data Visualization",/specializations/statistics,False,s12n~KjpgiuevEeWw1xL7MfyyPw
Excel Basics for Data Analysis,IBM,4.752770153502084,9837,Beginner,Course,ONE_TO_THREE_MONTHS,"Excel Formulas, Microsoft Excel, Data Cleansing, Data Analysis, Data Import/Export, Spreadsheet Software, Data Wrangling, Data Quality, Pivot Tables And Charts, Google Sheets, Data Manipulation, Data Science, Data Visualization Software, Information Privacy",/learn/excel-basics-data-analysis-ibm,False,course~3bkTOtzVEequVRKuqBsDQw
The Business of Music Production,Berklee,4.81756134969325,5216,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Music, Contract Negotiation, Musical Composition, Intellectual Property, Lawsuits, Peer Review, Music History, Active Listening, Legal Proceedings, Constructive Feedback, Law, Regulation, and Compliance, Instrumental Music, Legal Strategy, Music Theory, Post-Production, Digital Assets, Business Management, Media Production, Marketing Management, Editing",/specializations/business-music-production,False,s12n~lI_AonWQEemHcw4o4c-y2g
